VisitID,FishCovLW,FishCovTVeg,FishCovUcut,FishCovArt,FishCovAqVeg,FishCovNone,FishCovTotal,FishCovLW_FNT,FishCovTVeg_FNT,FishCovUcut_FNT,FishCovArt_FNT,FishCovAqVeg_FNT,FishCovNone_FNT,FishCovTotal_FNT,FishCovLW_FT,FishCovTVeg_FT,FishCovUcut_FT,FishCovArt_FT,FishCovAqVeg_FT,FishCovNone_FT,FishCovTotal_FT,FishCovLW_SlowPool,FishCovTVeg_SlowPool,FishCovUcut_SlowPool,FishCovArt_SlowPool,FishCovAqVeg_SlowPool,FishCovNone_SlowPool,FishCovTotal_SlowPool,FishCovLW_SSC,FishCovTVeg_SSC,FishCovUcut_SSC,FishCovArt_SSC,FishCovAqVeg_SSC,FishCovNone_SSC,FishCovTotal_SSC,Valid,,FishCovLW,FishCovTVeg,FishCovUcut,FishCovArt,FishCovAqVeg,FishCovNone,FishCovTotal
1347,1.27551538,0,0,0,0,98.72448462,1.27551538,0,0,0,0,0,23.42533469,0,0.305553233,0,0,0,0,65.34978045,0.305553233,0.969962148,0,0,0,0,9.949369481,0.969962148,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1348,6.650362755,8.794484751,0,0,0,84.55515249,15.44484751,0,0,0,0,0,0,0,3.416944607,3.758123302,0,0,0,49.48174191,7.175067909,3.233418148,5.036361448,0,0,0,35.07341058,8.269779596,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1349,7.866048417,5.790211687,0,0,0,86.72478158,13.6562601,0,0,0,0,0,0,0,3.153878019,4.644130215,0,0,0,75.01921663,7.798008234,4.712170398,1.146081472,0,0,0,11.70556495,5.85825187,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1350,8.701285335,6.9061904,0,0,0.349316122,84.04320814,15.95679186,0.713206197,0.592803672,0,0,0,11.44707126,1.30600987,2.881498137,1.903098946,0,0,0.349316122,45.05173631,5.133913204,5.106581001,4.410287782,0,0,0,27.54440057,9.516868782,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1351,33.32804443,9.770640902,0,0,0.832719442,56.06859523,43.93140477,10.39284298,2.930951437,0,0,0,14.899133,13.32379441,16.24723749,4.474273248,0,0,0.588060294,27.28509095,21.30957103,6.68796396,2.365416218,0,0,0.244659149,13.88437128,9.298039327,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1353,0.320309825,0.642496877,0,0,0,99.0371933,0.962806703,0,0,0,0,0,24.05732337,0,0.320309825,0,0,0,0,50.44514436,0.320309825,0,0.642496877,0,0,0,24.53472557,0.642496877,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1354,4.481848608,7.122516736,0,0,0,88.39563466,11.60436534,3.371764202,6.743528403,0,0,0,57.31999143,10.1152926,1.110084406,0,0,0,0,27.66474824,1.110084406,0,0.378988332,0,0,0,3.410894992,0.378988332,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1356,7.477664327,8.893852372,0,0,0,83.6284833,16.3715167,0.241083457,0.284336666,0,0,0,5.161313196,0.525420123,6.336063249,7.263348224,0,0,0,67.34081401,13.59941147,0.90051762,1.346167482,0,0,0,11.12635609,2.246685102,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1357,24.01168133,9.576161523,0,6.57460783,0,59.83754931,40.16245069,4.044766824,0.438307189,0,6.57460783,0,17.93229605,11.05768184,16.71641989,8.822634868,0,0,0,29.50254283,25.53905476,3.250494622,0.315219466,0,0,0,12.40271043,3.565714088,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1358,5.38084546,6.076687249,0,0,13.37762857,76.03717777,24.83516128,0.194308908,0.582926724,0,0,0,3.108942528,0.777235632,5.186536552,5.343279071,0,0,13.07666566,70.37005052,23.60648128,0,0.150481454,0,0,0.300962909,2.558184723,0.451444363,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1363,7.01633627,6.358602545,0,0,2.516213901,86.88142438,15.89115272,2.583516887,1.813509545,0,0,0.633259912,33.67627264,5.030286344,1.843184043,1.976872247,0,0,1.882953989,34.55947137,5.703010279,2.58963534,2.568220754,0,0,0,18.64568037,5.157856094,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1365,6.425572073,8.570138358,0,0,1.14660968,87.20093903,16.14232011,0.374128438,0.871484503,0,0,0.074825688,6.23695581,1.320438628,3.552106569,5.154814457,0,0,0.712505264,51.16793274,9.41942629,2.499337067,2.543839399,0,0,0.359278728,29.79605048,5.402455193,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1366,7.559416118,8.41848273,0,0,0,87.05715461,15.97789885,0.373458059,0.373458059,0,0,0,7.095703125,0.746916118,4.61379523,5.832956414,0,0,0,62.61112253,10.44675164,2.572162829,2.212068257,0,0,0,17.35032895,4.784231086,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1367,26.96601942,14.67630742,0,0,0,59.10948846,41.64232683,10.07210166,4.456942971,0,0,0,17.3201028,14.52904463,7.038834951,6.406033287,0,0,0,20.10126866,13.44486824,9.85508281,3.813331158,0,0,0,21.68811699,13.66841397,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1368,5.859779737,1.244038838,0,0,1.30562322,91.5905582,8.409441795,0,0,0,0,0,0,0,3.320324562,0.30697842,0,0,1.30562322,67.61313343,4.932926202,2.539455175,0.937060418,0,0,0,23.97742478,3.476515593,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1369,12.11993746,10.29332936,0,0,0,77.58673317,22.41326683,0,1.469624777,0,0,0,6.63787969,1.469624777,12.04102144,8.823704586,0,0,0,67.37231983,20.86472603,0.078916021,0,0,0,0,3.576533651,0.078916021,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1370,6.334779948,11.34729873,0,0,0,82.31792133,17.68207867,0.209759083,0.209759083,0,0,0,3.775663495,0.419518166,5.794803316,10.60507428,0,0,0,70.5416458,16.39987759,0.330217549,0.532465365,0,0,0,8.000612029,0.862682913,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1372,4.789403116,3.672384299,0,0,0,91.53821258,8.461787415,0,0,0,0,0,4.027000786,0,3.016089509,2.309630589,0,0,0,54.99607009,5.325720098,1.773313607,1.36275371,0,0,0,32.51514171,3.136067317,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1373,11.99326288,24.92060766,0,0,6.080449141,57.00568032,42.99431968,0,0,0,0,0,0,0,6.532628798,14.87754293,0,0,2.940686922,28.11677675,24.35085865,5.460634082,10.04306473,0,0,3.139762219,28.88890357,18.64346103,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1375,2.781569061,5.667005525,0,0,0,92.92282873,8.448574586,0.960176796,1.115093923,0,0,0,20.23049724,2.075270718,1.064751381,2.868861878,0,0,0,51.3959779,3.93361326,0.756640884,1.683049724,0,0,0,21.29635359,2.439690608,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1377,3.349789472,10.05019582,0,0,0,87.82641072,13.39998529,0,0,0,0,0,0,0,2.090481181,7.539945207,0,0,0,73.39869822,9.630426389,1.259308291,2.510250611,0,0,0,14.4277125,3.769558902,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1382,2.241404293,10.13103148,0,0,0,87.62756422,12.37243578,0,0,0,0,0,0,0,2.085118715,9.162371401,0,0,0,77.90980977,11.24749012,0.156285578,0.968660084,0,0,0,9.717754456,1.124945662,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1385,2.981855708,4.3105441,0,0,0,92.70760019,7.292399808,0.843403885,1.341217288,0,0,0,24.6397246,2.184621173,2.138451823,2.138451823,0,0,0,42.2050853,4.276903647,0,0.830874988,0,0,0,25.86279029,0.830874988,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1386,19.49085656,9.787235187,0,0,37.96918885,37.79192788,67.24728059,0,0,0,0,0,0,0,0.985767662,0.240190179,0,0,7.125436151,1.756352091,8.351393992,18.5050889,9.547045008,0,0,30.8437527,36.03557579,58.8958866,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1388,6.119273542,4.233999539,0,0,11.67721552,79.36379634,22.0304886,0.248134196,0.29174966,0,0,0.539883855,9.717909396,1.079767711,0.764830462,0,0,0,4.408791512,31.58680516,5.173621974,5.106308885,3.94224988,0,0,6.728540152,38.05908178,15.77709892,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1390,6.864352005,5.569555815,0,4.828996935,41.16233937,41.57475587,58.42524413,2.991463508,2.884052464,0,4.828996935,25.6085113,21.36802507,36.3130242,0,0,0,0,0,0,0,3.872888497,2.685503352,0,0,15.55382807,20.20673081,22.11221992,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1391,4.231743649,6.731978231,0,0,54.63927139,39.58748739,65.60299327,0,0,0,0,0,0,0,1.973363203,4.473597786,0,0,32.89943466,19.95959323,39.34639565,2.258380445,2.258380445,0,0,21.73983673,19.62789416,26.25659762,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1405,4.635904765,7.821851142,0,0,0,87.54224409,12.45775591,0.110540218,0.442160871,0,0,0,4.285016463,0.552701089,4.525364548,7.240474726,0,0,0,78.55872562,11.76583927,0,0.139215544,0,0,0,4.698502008,0.139215544,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1407,4.389701982,5.346612004,0,0,0,90.26368601,9.736313986,0,0,0,0,0,9.588452,0,3.54711085,3.870214016,0,0,0,73.57205315,7.417324866,0.842591133,1.476397987,0,0,0,7.10318086,2.31898912,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1416,20.59893227,5.573377493,0,0,0,74.07224479,26.17230977,0,0,0,0,0,0,0,7.373117864,4.256948386,0,0,0,53.16495971,11.63006625,13.22581441,1.316429107,0,0,0,20.90728508,14.54224352,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1417,0,11.85580512,0,0,0,88.14419488,11.85580512,0,1.222121571,0,0,0,23.22030985,1.222121571,0,10.28370768,0,0,0,58.2743435,10.28370768,0,0.34997587,0,0,0,6.64954153,0.34997587,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1418,11.42591274,4.03396629,0,0,0,88.57408726,15.45987903,4.318027121,1.676280273,0,0,0,36.29365989,5.994307394,2.104692677,1.447296553,0,0,0,31.22387921,3.55198923,5.003192938,0.910389464,0,0,0,21.05654816,5.913582402,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1419,4.272060853,2.362699185,0,0,9.512065829,85.99216999,16.14682587,1.414135515,0,0,0,1.414135515,25.45443926,2.828271029,0.768515283,0.503247388,0,0,4.933253542,42.55689377,6.205016212,2.089410056,1.859451797,0,0,3.164676773,17.98083695,7.113538626,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1428,5.974889159,7.024832103,0,0,4.311160471,86.98552881,17.31088173,0.773021988,0.773021988,0,0,0,14.68741777,1.546043976,3.281768582,4.64645156,0,0,2.03324127,58.32610879,9.961461412,1.92009859,1.605358555,0,0,2.277919202,13.97200225,5.803376346,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1429,4.175034918,14.21603065,0,2.709335299,0,78.89959914,21.10040086,0.700499141,1.764681802,0,1.684078104,0,9.860723772,4.149259047,2.734246665,10.65945789,0,1.025257195,0,57.35359146,14.41896175,0.740289112,1.791890953,0,0,0,11.68528391,2.532180065,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1432,9.074915913,6.75044671,0,0,4.679682573,84.00423061,20.5050452,0.160290099,0.160290099,0,0,0.080145049,1.28232079,0.400725247,7.993220517,5.96266029,0,0,4.242957746,74.5988806,18.19883855,0.921405297,0.627496321,0,0,0.356579777,8.12302922,1.905481396,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1433,9.866789406,7.660556637,0,0,1.95551527,83.98724751,19.48286131,0,0,0,0,0,0,0,8.554516144,6.769236974,0,0,1.565156787,60.27867243,16.88890991,1.312273262,0.891319663,0,0,0.390358483,23.70857508,2.593951408,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1437,18.80112167,33.51428741,0,0,2.940026462,45.29927526,55.25543553,0,1.78370426,0,0,0.356740852,4.994371927,2.140445111,6.958372006,18.07628508,0,0,1.583858291,23.656964,26.61851537,11.84274966,13.65429807,0,0,0.999427319,16.64793934,26.49647505,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1438,16.90735842,2.344382659,0,0,0.464017708,80.28424121,19.71575879,1.142903417,0.133617665,0,0,0,5.369270637,1.276521082,3.7264482,1.046536738,0,0,0.464017708,41.81801004,5.237002645,12.0380068,1.164228257,0,0,0,33.09696054,13.20223506,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1439,4.703886752,5.369066631,0,0,4.017113805,85.90993281,14.09006719,0.444098997,0.444098997,0,0,0.444098997,7.549682955,1.332296992,3.239196379,3.904376258,0,0,3.363179331,56.75683465,10.50675197,1.020591376,1.020591376,0,0,0.209835477,21.6034152,2.251018229,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1440,1.781022859,2.055357977,0,0,1.253846799,95.30217576,5.090227635,0,0,0,0,0,16.93309863,0,0.714396906,0.920836776,0,0,1.253846799,51.64744764,2.88908048,1.066625953,1.134521201,0,0,0,26.72162949,2.201147154,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1441,16.22758711,13.53673496,0,0,0,77.09930836,29.76432207,1.831658619,1.117447475,0,0,0,9.269868198,2.949106094,5.741093566,7.725694898,0,0,0,51.02831789,13.46678846,8.654834921,4.693592588,0,0,0,16.80112228,13.34842751,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1442,3.834328265,6.391445672,0,0,0,90.93966339,10.22577394,0,0.266287447,0,0,0,5.059461487,0.266287447,2.172414871,5.31141098,0,0,0,65.28621212,7.483825851,1.661913394,0.813747246,0,0,0,20.59398978,2.47566064,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1443,3.47495435,3.589715441,0,0,0,93.52706698,7.06466979,0.225146556,0.450293111,0,0,0,3.827491446,0.675439667,1.550544281,1.683751567,0,0,0,52.96839605,3.234295848,1.699263513,1.455670762,0,0,0,36.73117948,3.154934276,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1444,0.829229802,0.11311027,0,0,0,99.1707702,0.942340072,0,0,0,0,0,0,0,0,0,0,0,0,93.96990738,0,0.829229802,0.11311027,0,0,0,5.200862822,0.942340072,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1446,1.917632316,0.353590049,0,0,0.120828628,98.19074214,2.392050992,1.137583737,0,0,0,0,25.29309838,1.137583737,0,0.160821201,0,0,0.120828628,55.83791018,0.281649829,0.780048579,0.192768848,0,0,0,17.05973359,0.972817427,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1448,2.551781094,7.642708676,0,0.118086814,6.959352079,85.39041448,17.27192866,0.365197646,0.730395292,0,0,3.469666292,24.00968405,4.56525923,0.118086814,0.118086814,0,0.118086814,1.24719133,25.82219792,1.601451771,2.068496634,6.79422657,0,0,2.242494457,35.55853252,11.10521766,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1449,5.792476858,8.290227034,0,0,3.82200946,88.86334901,17.90471335,2.969628201,4.918190544,0,0,2.227780146,63.77169811,10.11559889,0,0,0,0,0.664386428,12.62334214,0.664386428,2.822848656,3.372036491,0,0,0.929842886,12.46830876,7.124728033,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1450,0,8.670897826,0,0,15.32097314,79.47802731,23.99187096,0,2.484096189,0,0,8.41956796,31.95258405,10.90366415,0,1.338114705,0,0,5.631529114,36.28389295,6.969643819,0,4.848686932,0,0,1.269876062,11.24155031,6.118562993,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1451,0.183912765,3.017688086,0,0,17.8353868,78.96301234,21.03698766,0,0.794887939,0,0,2.968071611,12.13479923,3.76295955,0,1.611336598,0,0,13.46521233,60.4746766,15.07654893,0.183912765,0.611463549,0,0,1.402102864,6.353536514,2.197479178,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1454,4.734535162,19.45697876,0,0,0,75.80848608,24.19151392,0.258045014,1.217400863,0,0,0,10.00054962,1.475445877,2.341779109,8.396356042,0,0,0,38.54049301,10.73813515,2.134711039,9.843221853,0,0,0,27.26744346,11.97793289,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1455,1.564134136,4.380302394,0,0,5.014455661,89.86136784,10.95889219,0.609270572,3.055911053,0,0,2.907562793,55.15474722,6.572744418,0.335165958,1.161587419,0,0,1.161587419,20.78439704,2.658340796,0.619697606,0.162803922,0,0,0.94530545,13.92222358,1.727806978,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1456,3.379247226,16.95069214,0,0,4.2229722,76.03008809,24.55291157,0.484498341,2.906990047,0,0,0.923349731,14.63665484,4.314838119,1.904358769,7.880562865,0,0,2.92026084,50.99004691,12.70518247,0.990390116,6.163139229,0,0,0.379361629,10.40338634,7.532890974,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1458,4.813327453,8.146888317,0,0,1.224865151,89.07923949,14.18508092,0.484305406,0.968610812,0,0,0,8.717497312,1.452916219,2.246286949,5.007910123,0,0,1.224865151,52.37942968,8.479062222,2.082735098,2.170367382,0,0,0,27.9823125,4.25310248,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1459,4.018058044,4.587126749,0,0,0.632464171,91.39481521,9.237648964,0,0,0,0,0,5.12107051,0,4.018058044,4.587126749,0,0,0.632464171,83.13735018,9.237648964,0,0,0,0,0,3.136394512,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1460,5.840309097,5,0,0,3.856194539,85.30349636,14.69650364,0.468325874,0.784128231,0,0,0.784128231,13.64598228,2.036582336,4.051910068,3.519962781,0,0,2.756790337,60.07059243,10.32866319,1.320073154,0.695908989,0,0,0.315275971,11.58692166,2.331258114,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1461,0.658831292,4.669687439,0,0,0,94.67148127,5.32851873,0,0,0,0,0,0,0,0.658831292,4.669687439,0,0,0,88.06523004,5.32851873,0,0,0,0,0,6.606251229,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1462,0,3.219133972,0,0,0,96.78086603,3.219133972,0,0,0,0,0,0,0,0,3.099358487,0,0,0,77.67511267,3.099358487,0,0.119775484,0,0,0,19.10575336,0.119775484,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1465,5.306548693,8.383272514,0,0,5.089933368,90.33645187,18.77975457,0.098093248,0.196186496,0,0,0.196186496,1.471398717,0.490466239,2.843818085,5.687636169,0,0,3.961802594,51.18872553,12.49325685,2.36463736,2.499449849,0,0,0.931944278,37.67632763,5.796031487,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1466,4.631096494,3.475415477,0,0,0,91.89348803,8.10651197,0.673232215,0.527440445,0,0,0,45.92527642,1.20067266,2.628323465,1.618434218,0,0,0,22.03647696,4.246757683,1.329540814,1.329540814,0,0,0,23.93173464,2.659081627,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1467,1.8628392,1.034258932,0,0,0,97.10290187,2.897098132,0,0,0,0,0,0,0,1.8628392,1.034258932,0,0,0,97.10290187,2.897098132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1468,3.598281289,2.301936639,0,0.835846492,0.02549489,93.23844069,6.761559309,0.573250891,0.573250891,0,0,0,10.31851604,1.146501783,2.999535507,0.658597136,0,0.420656755,0,65.87475927,4.078789398,0.02549489,1.070088612,0,0.415189736,0.02549489,17.04516538,1.536268129,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1469,5.553929831,4.31234804,0,0,0.102666612,90.03105552,9.968944483,0,0.45118081,0,0,0,8.572435395,0.45118081,1.531550117,2.426410605,0,0,0,54.39756044,3.957960722,4.022379714,1.434756625,0,0,0.102666612,27.06105968,5.559802951,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1471,13.63913368,9.749830101,0,0,1.713031562,74.89800466,25.10199534,2.093717622,1.258592453,0,0,0.312392072,19.28564267,3.664702147,6.102340712,4.749217349,0,0,1.109359507,39.41443198,11.96091757,5.443075346,3.742020299,0,0,0.291279983,16.19793001,9.476375628,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1472,3.787371506,5.50773875,0,0,0.35028797,90.35460177,9.645398226,0.851074478,1.131252337,0,0,0,19.46534022,1.982326815,0.382473363,3.00464397,0,0,0,45.90052755,3.387117333,2.553823665,1.371842442,0,0,0.35028797,24.988734,4.275954077,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1474,6.304217065,3.120501658,0,0,0.219593028,90.35568825,9.644311751,0.596110302,0.224517725,0,0,0,8.674348456,0.820628027,2.752098003,2.044132523,0,0,0,54.56977501,4.796230527,2.956008759,0.85185141,0,0,0.219593028,27.11156478,4.027453197,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1477,25.47627077,6.596411951,0,0,0,68.67449023,32.07268272,1.564600616,1.228614465,0,0,0,13.73743846,2.793215081,8.224298015,2.247364043,0,0,0,16.06090241,10.47166206,15.68737214,3.120433443,0,0,0,38.87614937,18.80780558,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1478,1.610026765,3.824753981,0,0,0.118681865,94.44653739,5.553462611,0,0,0,0,0,4.336981567,0,0.77777059,3.570859446,0,0,0.020936854,68.65415206,4.369566889,0.832256175,0.253894535,0,0,0.097745012,21.45540376,1.183895722,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1479,6.900510318,4.110133735,0,0,2.228878844,87.14734301,13.2395229,0.369591046,1.935108937,0,0,0,45.29013417,2.304699983,0,0,0,0,0,16.89656483,0,6.530919272,2.175024798,0,0,2.228878844,24.96064401,10.93482291,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1480,2.522549462,5.993606978,0,0,0,91.48384356,8.51615644,0.059753819,0.929277597,0,0,0,30.44745827,0.989031416,0.304530516,2.645627364,0,0,0,43.70731429,2.950157881,2.158265127,2.418702017,0,0,0,17.32907099,4.576967144,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1481,4.178180157,6.241537062,0,0,4.231225258,85.4859501,14.65094248,0.89947589,2.002820185,0,0,0.89947589,14.18774583,3.801771965,2.233404655,2.812303629,0,0,1.048581103,49.16455953,6.094289387,1.045299612,1.426413248,0,0,2.283168266,22.13364474,4.754881126,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1482,4.918472688,2.548241271,0,0,0.333728117,92.19955792,7.800442075,0,0.375745893,0,0,0,7.139171976,0.375745893,0.79618746,0.695442946,0,0,0,50.94117477,1.491630406,4.122285228,1.477052432,0,0,0.333728117,34.11921118,5.933065776,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1483,4.294502075,19.64636856,0,0.391385539,0,75.66774382,24.33225618,0.323421673,3.234216734,0,0,0,2.910795061,3.557638407,3.613798477,14.75525082,0,0.391385539,0,61.34324549,18.76043484,0.357281924,1.656901006,0,0,0,11.41370327,2.01418293,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1484,11.0841958,2.874451267,0,0,0.30735216,85.73400077,14.26599923,0,0,0,0,0,0,0,4.089524744,1.473184581,0,0,0,53.75990044,5.562709324,6.994671056,1.401266686,0,0,0.30735216,31.97410033,8.703289902,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1485,0.85111094,5.402310062,0,0,0,93.746579,6.253421001,0,0.264921145,0,0,0,14.00322975,0.264921145,0.49649776,3.966975369,0,0,0,50.96759425,4.463473129,0.35461318,1.170413547,0,0,0,28.77575501,1.525026727,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1486,4.213655428,12.50229821,0,8.186462084,0,83.28404637,24.90241572,0.855678611,0.855678611,0,0,0,15.40221501,1.711357223,3.357976816,10.07393045,0,8.186462084,0,53.72762906,21.61836935,0,1.572689144,0,0,0,14.1542023,1.572689144,0,0,0,0,0,0,0,Yes,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
